id;source;sample_name;suite_by_autor;classification_peate92;classification_peate97;latitude;longitude;elevation;localization;SiO2_nr;TiO2_nr;Al2O3_nr;FeO_nr;Fe2O3_nr;FeOt_nr;Fe2O3t_nr;MnO_nr;MgO_nr;CaO_nr;Na2O_nr;K2O_nr;P2O5_nr;LOI_nr;total_nr;SiO2;TiO2;Al2O3;Fe2O3t;MnO;MgO;CaO;Na2O;K2O;P2O5;total;Ti/Y;Ti/Zr;Zr/Y;Sr/Y;Ba/Y;Ba;Rb;Sr;Y;Zr;Nb;Ni;Cr;Sc;Co;La;Ce;Nd;Sm;Eu;Tb;Yb;Lu;Hf;Ta;Th;U;Pb;V;Cu;Zn;Ga;Cs;87Sr/86Sr_m;87Sr/86Sr_r;143Nd/144Nd_m;143Nd/144Nd_r;206Pb/204Pb_m;206Pb/204Pb_r;207Pb/204Pb_m;207Pb/204Pb_r;208Pb/204Pb_m;208Pb/204Pb_r;Coluna1;Coluna2
;Hartmann. 2010;WW197;Gramado;;;;;;south;52.52;1.07;14.11;;;;11.18;0.2;6.4;10.34;2.24;1.08;0.13;0.9;100.17;52.91;1.08;14.21;11.26;0.2;6.45;10.42;2.26;1.09;0.13;100.01;284.78;59.33;4.8;8.8;10.31;232.0;32.6;198.0;22.5;108.0;7.8;51;;39.0;40;15.9;32.6;16.7;4.08;1.23;0.75;2.27;0.33;2.9;0.5;3.2;0.9;;298.0;92;;17.8;0.9;;;;;;;;;;;;
;Hartmann. 2010;G1513;Gramado;;;;;;south;52.53;1.12;14.14;;;;11.18;0.19;6.03;9.94;2.35;1.11;0.14;1.0;99.73;53.21;1.13;14.32;11.32;0.19;6.11;10.07;2.38;1.12;0.14;99.99;270.33;60.95;4.44;8.71;10.16;252.0;39.5;216.0;24.8;110.0;7.9;16;;36.0;42;15.4;32.0;17.8;4.03;1.22;0.77;2.34;0.35;3.5;0.5;3.7;0.9;;313.0;69;;18.4;1.2;;;;;;;;;;;;
;Hartmann. 2010;PA9;Gramado;;;;;;south;52.55;1.15;13.65;;;;12.58;0.16;5.28;9.15;2.38;1.36;0.13;1.4;99.79;53.41;1.17;13.87;12.79;0.16;5.37;9.3;2.42;1.38;0.13;100.0;271.16;65.49;4.14;8.2;12.23;313.0;65.3;210.0;25.6;106.0;6.7;48;;38.0;39;16.6;35.4;18.2;4.2;1.28;0.79;2.05;0.37;2.7;0.6;4.5;0.9;;329.0;;;17.9;0.8;;;;;;;;;;;;
;Hartmann. 2010;G1540;Gramado;;;;;;south;52.56;1.11;14.23;;;;11.19;0.18;6.11;10.03;2.32;1.12;0.14;0.7;99.69;53.1;1.12;14.38;11.3;0.18;6.17;10.13;2.34;1.13;0.14;99.99;269.03;58.8;4.57;8.38;11.5;284.0;39.7;207.0;24.7;113.0;8.1;20;;36.0;42;15.2;32.6;18.2;3.95;1.2;0.75;2.32;0.34;3.4;0.5;3.9;0.9;;308.0;89;;18.1;1.3;;;;;;;;;;;;
;Hartmann. 2010;PA42;Gramado;;;;;;south;52.57;1.14;13.9;;;;12.75;0.17;5.96;9.45;2.24;1.27;0.15;0.2;99.8;52.78;1.14;13.96;12.8;0.17;5.98;9.49;2.25;1.28;0.15;100.0;252.37;57.32;4.4;7.87;9.78;262.0;45.2;211.0;26.8;118.0;8.8;62;;35.0;46;18.7;37.6;20.3;4.2;1.21;0.82;2.64;0.33;3.5;0.6;4.5;1;;346.0;;;18.6;1.2;;;;;;;;;;;;
;Hartmann. 2010;LV7;Gramado;;;;;;south;52.58;1.13;14.24;;;;11.58;0.18;5.96;9.92;2.4;1.11;0.14;0.4;99.64;52.98;1.14;14.35;11.67;0.18;6.01;10.0;2.42;1.12;0.14;100.01;244.17;62.05;3.94;8.63;20.83;577.0;41.6;239.0;27.7;109.0;7.6;27;;39.0;48;16.3;34.1;19.6;4.26;1.22;0.83;2.37;0.37;2.9;0.4;3.8;1;;348.0;115;;18.7;1.7;;;;;;;;;;;;
;Hartmann. 2010;PA22b;Gramado;;;;;;south;52.6;1.15;14.02;;;;12.08;0.18;5.26;9.19;2.29;1.51;0.14;1.5;99.92;53.44;1.17;14.25;12.27;0.18;5.34;9.34;2.33;1.53;0.14;99.99;253.34;56.44;4.49;8.1;10.62;291.0;37.2;222.0;27.4;123.0;8.6;44;;36.0;46;18.5;39.5;19.3;4.3;1.31;0.71;2.06;0.33;3.1;0.6;4.5;1.2;;356.0;;;19.1;0.8;;;;;;;;;;;;
;Hartmann. 2010;PA3;Gramado;;;;;;south;52.62;1.12;14.22;;;;11.97;0.17;6.14;9.8;2.25;1.23;0.15;0.1;99.77;52.79;1.12;14.27;12.01;0.17;6.16;9.83;2.26;1.23;0.15;99.99;261.61;62.1;4.21;8.31;10.51;267.0;41.4;211.0;25.4;107.0;7.0;60;;37.0;42;15.7;34.2;17.7;4.2;1.19;0.76;2.49;0.34;2.9;0.5;3.6;0.9;;335.0;;;18.8;1.5;;;;;;;;;;;;
;Hartmann. 2010;G159;Gramado;;;;;;south;52.62;1.1;14.25;;;;11.39;0.19;6.13;10.04;2.35;1.15;0.13;0.4;99.75;52.96;1.11;14.34;11.46;0.19;6.17;10.11;2.37;1.16;0.13;100.0;272.13;61.55;4.42;8.68;10.37;251.0;37.3;210.0;24.2;107.0;7.7;20;;36.0;41;14.7;30.9;16.7;3.86;1.16;0.74;2.3;0.34;3.2;0.5;3.8;0.9;;309.0;100;;17.5;1.2;;;;;;;;;;;;
;Hartmann. 2010;WW183A;Gramado;;;;;;south;52.62;1.36;13.6;;;;12.52;0.2;5.07;8.81;2.66;0.94;0.18;1.42;99.38;53.72;1.39;13.88;12.78;0.2;5.18;8.99;2.72;0.96;0.18;100.0;275.82;64.94;4.25;7.42;10.4;311.0;51.8;222.0;29.9;127.0;10.5;130;;36.0;40;19.7;41.0;20.5;4.72;1.51;0.92;2.79;0.41;3.5;0.7;4.9;1.2;;322.0;157;;20.2;2.8;;;;;;;;;;;;
;Hartmann. 2010;PA25a;Gramado;;;;;;south;52.63;1.16;14.03;;;;11.78;0.18;5.42;9.25;2.28;1.4;0.15;1.5;99.78;53.55;1.18;14.28;11.99;0.18;5.51;9.41;2.32;1.42;0.15;99.99;271.35;58.34;4.65;8.49;9.3;240.0;35.5;219.0;25.8;120.0;7.7;44;;37.0;43;16.7;36.5;18.0;3.4;1.24;0.72;2.02;0.37;2.7;0.6;4.4;1;;321.0;;;20.1;0.7;;;;;;;;;;;;
;Hartmann. 2010;WW167;Gramado;;;;;;south;52.66;1.32;13.56;;;;12.21;0.22;5.2;8.83;2.52;0.95;0.19;2.12;99.78;53.92;1.35;13.88;12.5;0.23;5.32;9.04;2.58;0.97;0.19;99.98;279.08;57.21;4.88;7.39;11.57;332.0;35.9;212.0;28.7;140.0;11.4;123;;36.0;39;27;53.2;26.5;5.9;1.75;1.03;3.1;0.43;3.8;0.7;4.0;0.9;;320.0;153;;18.7;1.9;;;;;;;;;;;;
;Hartmann. 2010;LB5;Gramado;;;;;;south;52.67;1.19;14.12;;;;11.65;0.16;5.8;9.39;2.32;1.2;0.16;1.0;99.66;53.39;1.21;14.31;11.81;0.16;5.88;9.52;2.35;1.22;0.16;100.01;287.16;64.1;4.48;8.36;10.64;266.0;42.7;209.0;25.0;112.0;8.1;19;;38.0;44;15.9;34.5;19.3;4.25;1.18;0.74;2.41;0.33;3.3;0.5;4.2;1.1;;334.0;46;;18.5;1.6;;;;;;;;;;;;
;Hartmann. 2010;PA24;Gramado;;;;;;south;52.71;1.14;13.66;;;;11.88;0.18;5.26;9.09;2.57;1.49;0.15;1.8;99.93;53.71;1.16;13.92;12.11;0.18;5.36;9.26;2.62;1.52;0.15;99.99;253.96;55.95;4.54;8.04;9.04;245.0;45.9;218.0;27.1;123.0;8.0;49;;36.0;42;17.4;37.5;17.8;4.2;1.2;0.63;2.16;0.37;3.5;0.5;3.9;1.1;;331.0;;;19;0.7;;;;;;;;;;;;
;Hartmann. 2010;PA39;Gramado;;;;;;south;52.74;1.11;13.87;;;;13.08;0.22;5.57;9.38;2.37;1.27;0.13;0.2;99.94;52.88;1.11;13.91;13.11;0.22;5.58;9.4;2.38;1.27;0.13;99.99;238.61;59.87;3.99;7.97;9.57;264.0;45.3;220.0;27.6;110.0;8.1;46;;37.0;45;16.7;38.2;18.3;4.9;1.24;0.71;2.3;0.39;3.5;0.6;4.4;0.9;;353.0;;;19.5;1.2;;;;;;;;;;;;
;Hartmann. 2010;PG31;Gramado;;;;;;south;52.74;1.2;14.04;;;;11.65;0.18;5.19;9.25;2.68;1.33;0.16;1.3;99.72;53.59;1.22;14.27;11.84;0.18;5.27;9.4;2.72;1.35;0.16;100.0;273.14;64.63;4.23;8.08;10.68;283.0;46.4;214.0;26.5;112.0;8.6;45;;38.0;39;17.6;36.9;19.7;4.4;1.32;0.8;2.5;0.38;3.3;0.5;4.4;1.1;;330.0;92;;18.6;1.4;;;;;;;;;;;;
;Hartmann. 2010;PG11;Gramado;;;;;;south;52.81;1.19;13.86;;;;11.9;0.17;5.33;9.04;2.48;1.35;0.14;1.5;99.77;53.74;1.21;14.1;12.11;0.17;5.42;9.2;2.52;1.37;0.14;99.98;265.89;62.97;4.22;7.74;10.22;276.0;37.6;209.0;27.0;114.0;8.1;42;;40.0;40;17.4;36.8;18.4;4.42;1.26;0.8;2.39;0.37;3.2;0.5;4.8;1.1;;333.0;60;;18.4;0.7;;;;;;;;;;;;
;Hartmann. 2010;LV14;Gramado;;;;;;south;52.93;1.14;14.3;;;;11.35;0.19;5.65;9.73;2.5;1.16;0.13;0.6;99.68;53.42;1.15;14.43;11.46;0.19;5.7;9.82;2.52;1.17;0.13;99.99;272.92;62.03;4.4;9.08;11.0;275.0;31.7;227.0;25.0;110.0;7.9;20;;39.0;41;16.1;33.8;18.8;4.07;1.25;0.81;2.36;0.37;3.3;0.5;4.3;0.9;;331.0;79;;18.5;0.8;;;;;;;;;;;;
;Hartmann. 2010;LV48;Gramado;;;;;;south;52.94;1.17;13.92;;;;12.03;0.18;5.57;9.39;2.21;0.81;0.15;1.3;99.67;53.82;1.19;14.15;12.23;0.18;5.66;9.55;2.25;0.82;0.15;100.0;265.42;58.35;4.55;8.98;12.07;321.0;30.5;239.0;26.6;121.0;8.4;9;;40.0;44;16.7;36.9;20.4;4.58;1.26;0.87;2.55;0.4;3.5;0.5;4.4;1.1;;366.0;79;;19;2.1;;;;;;;;;;;;
;Hartmann. 2010;WW184;Gramado;;;;;;south;52.97;1.09;13.77;;;;11.37;0.2;6.19;9.92;2.38;1.05;0.13;1.1;100.17;53.47;1.1;13.9;11.48;0.2;6.25;10.01;2.4;1.06;0.13;100.0;290.06;66.59;4.36;8.31;8.76;197.0;34.9;187.0;22.5;98.0;6.9;118;;40.0;41;14.6;30.0;16.1;4.0;1.28;0.78;2.32;0.32;2.7;0.4;2.5;0.6;;306.0;142;;18.4;0.8;;;;;;;;;;;;
;Hartmann. 2010;BR7;Gramado;;;;;;south;53.04;1.14;13.95;;;;12.02;0.16;5.19;8.79;2.58;1.31;0.14;1.4;99.72;53.95;1.16;14.19;12.23;0.16;5.28;8.94;2.62;1.33;0.14;100.0;272.03;60.37;4.51;8.58;11.34;287.0;44.1;217.0;25.3;114.0;7.8;13;;38.0;44;16.1;34.4;18.4;4.25;1.18;0.78;2.38;0.34;3.5;0.5;4.1;1.3;;343.0;59;;19.1;1.1;;;;;;;;;;;;
;Hartmann. 2010;WW209;Gramado;;;;;;south;53.05;1.35;13.69;;;;12.55;0.19;4.81;8.87;2.69;1.05;0.18;1.31;99.74;53.9;1.37;13.91;12.75;0.19;4.89;9.01;2.73;1.07;0.18;100.0;263.9;62.05;4.25;7.56;13.96;430.0;57.3;233.0;30.8;131.0;9.8;38;;37.0;41;20.2;40.4;21.2;4.89;1.46;0.94;2.86;0.42;3.7;0.7;4.8;1.1;;365.0;141;;21.4;4.5;;;;;;;;;;;;
;Hartmann. 2010;LV18B;Gramado;;;;;;south;53.13;1.18;13.98;;;;11.65;0.2;5.35;9.26;2.62;1.3;0.15;0.9;99.72;53.76;1.19;14.15;11.79;0.2;5.41;9.37;2.65;1.32;0.15;99.99;268.45;58.35;4.6;8.75;12.36;325.0;49.1;230.0;26.3;121.0;8.9;24;;39.0;43;17.5;36.6;19.9;4.54;1.23;0.83;2.48;0.39;3.2;0.6;4.6;1.3;;358.0;64;;18.5;1.8;;;;;;;;;;;;
;Hartmann. 2010;PA23b;Gramado;;;;;;south;53.14;1.11;13.58;;;;12.94;0.19;4.84;8.85;2.25;1.69;0.15;1.2;99.94;53.82;1.12;13.75;13.11;0.19;4.9;8.96;2.28;1.71;0.15;99.99;254.6;52.74;4.83;8.16;10.54;275.0;61.3;213.0;26.1;126.0;9.2;49;;36.0;43;17.9;38.0;17.5;4.2;1.16;0.8;2.13;0.35;3.4;0.6;4.4;1;;338.0;;;19.1;1.1;;;;;;;;;;;;
;Hartmann. 2010;KN046A;Gramado;;;;;;south;53.2;1.14;13.74;;;;11.83;0.19;5.8;9.5;2.46;1.12;0.13;0.7;99.81;53.68;1.15;13.86;11.94;0.19;5.85;9.59;2.48;1.13;0.13;100.0;271.83;70.34;3.86;7.65;8.41;211.0;36.9;192.0;25.1;97.0;7.0;32;;42.0;38;13.4;29.9;15.5;3.79;1.29;0.79;2.48;0.36;3.1;0.7;3.6;0.9;;311.0;127;;18.9;1;;;;;;;;;;;;
;Hartmann. 2010;LB14;Gramado;;;;;;south;53.27;1.19;13.83;;;;12.14;0.18;5.29;8.82;2.37;1.42;0.15;1.1;99.76;53.99;1.21;14.02;12.3;0.18;5.36;8.94;2.4;1.44;0.15;99.99;262.0;62.97;4.16;7.37;10.26;281.0;47.5;202.0;27.4;114.0;7.8;8;;39.0;43;17.2;36.2;20.2;4.37;1.16;0.81;2.34;0.35;3.2;0.5;4.5;1.3;;353.0;89;;18.6;1;;;;;;;;;;;;
;Hartmann. 2010;LV53;Gramado;;;;;;south;53.36;1.16;13.8;;;;11.79;0.16;5.19;8.73;2.65;1.28;0.13;1.5;99.75;54.31;1.18;14.05;12.0;0.16;5.28;8.89;2.7;1.3;0.13;100.0;282.3;58.83;4.8;8.95;10.81;268.0;45.4;222.0;24.8;119.0;7.9;14;;39.0;42;16.2;35.0;18.4;4.21;1.18;0.8;2.26;0.37;3.2;0.5;4.5;1.1;;361.0;65;;18.4;1.2;;;;;;;;;;;;
;Hartmann. 2010;LV89A;Gramado;;;;;;south;53.36;1.2;13.88;;;;12.13;0.18;5.38;9.22;2.44;0.75;0.13;1.0;99.67;54.08;1.22;14.07;12.29;0.18;5.45;9.34;2.47;0.76;0.13;99.99;290.69;59.33;4.9;10.2;12.01;299.0;53.6;254.0;24.9;122.0;8.1;10;;40.0;45;16.6;35.8;19.2;4.41;1.21;0.81;2.44;0.36;3.4;0.5;4.9;1.1;;373.0;95;;19.3;4.1;;;;;;;;;;;;
;Hartmann. 2010;WW205;Gramado;;;;;;south;53.55;1.12;13.82;;;;11.44;0.17;5.73;9.65;2.44;1.15;0.14;0.7;99.91;53.98;1.13;13.93;11.53;0.17;5.78;9.73;2.46;1.16;0.14;100.01;273.64;55.87;4.9;7.84;10.9;267.0;42.3;192.0;24.5;120.0;8.5;48;;38.0;42;17.3;34.7;18.3;4.31;1.3;0.79;2.39;0.35;3.1;0.5;3.6;0.8;;315.0;31;;18.8;1.1;;;;;;;;;;;;
;Hartmann. 2010;PT19B;Gramado;;;;;;south;53.55;1.76;12.99;;;;13.92;0.22;3.54;7.31;2.86;1.75;0.26;1.5;99.66;54.55;1.79;13.23;14.18;0.22;3.61;7.45;2.91;1.78;0.26;99.98;325.77;61.39;5.31;7.15;12.09;394.0;59.5;233.0;32.6;173.0;15.4;10;;38.0;41;23.4;50.1;26.0;6.01;1.69;1.11;3.57;0.48;5.1;0.8;5.8;1.6;;393.0;132;;20.6;2.9;;;;;;;;;;;;
;Hartmann. 2010;PT17;Gramado;;;;;;south;53.59;1.53;13.37;;;;12.76;0.18;4.29;8.09;2.57;0.97;0.22;2.1;99.67;54.92;1.57;13.7;13.08;0.18;4.4;8.29;2.63;0.99;0.23;99.99;311.53;62.1;5.02;7.99;11.34;339.0;51.2;239.0;29.9;150.0;13.9;5;;38.0;41;21.8;46.7;25.6;5.4;1.46;0.97;3.0;0.42;4.9;0.8;6.6;1.5;;373.0;94;;21.9;3;;;;;;;;;;;;
;Hartmann. 2010;PT19A;Gramado;;;;;;south;53.63;1.73;13.12;;;;13.6;0.19;3.74;7.82;2.75;1.34;0.26;1.5;99.68;54.62;1.76;13.36;13.85;0.19;3.81;7.96;2.8;1.36;0.26;99.97;300.06;62.9;4.77;6.75;11.35;395.0;61.9;235.0;34.8;166.0;15.0;7;;39.0;41;23.3;50.4;28.0;5.93;1.6;1.08;3.42;0.48;4.7;1.1;5.8;1.6;;383.0;113;;19.4;2.4;;;;;;;;;;;;
;Hartmann. 2010;D41;Gramado;;;;;;south;53.66;1.71;12.97;;;;14.31;0.22;3.49;7.52;2.84;1.77;0.29;1.0;99.78;54.32;1.73;13.13;14.49;0.22;3.53;7.61;2.88;1.79;0.29;99.99;289.13;55.48;5.21;6.73;11.04;392.0;60.6;239.0;35.5;185.0;15.7;11;;37.0;41;25.2;52.7;28.2;6.4;1.7;1.13;3.43;0.52;4.7;1.0;5.9;1.5;;390.0;129;;22.1;2.4;;;;;;;;;;;;
;Hartmann. 2010;D44;Gramado;;;;;;south;53.75;1.45;13.6;;;;12.71;0.18;4.19;8.12;2.46;1.36;0.23;1.7;99.75;54.82;1.48;13.87;12.96;0.18;4.27;8.28;2.51;1.39;0.23;99.99;277.87;51.96;5.35;7.72;12.91;408.0;69.7;244.0;31.6;169.0;14.0;7;;37.0;41;23.8;48.4;26.9;5.78;1.58;1.03;3.16;0.47;4.2;0.8;6.3;1.6;;372.0;91;;21.4;2.3;;;;;;;;;;;;
;Hartmann. 2010;PT20;Gramado;;;;;;south;53.86;1.73;13.16;;;;14.2;0.21;3.64;7.33;2.86;1.76;0.27;0.7;99.72;54.39;1.75;13.29;14.34;0.21;3.68;7.4;2.89;1.78;0.27;100.0;329.61;60.72;5.43;7.17;11.46;361.0;58.1;226.0;31.5;171.0;15.1;11;;39.0;41;22.6;51.2;25.6;5.81;1.61;1.08;3.36;0.48;4.5;1.0;5.4;1.4;;382.0;146;;18.9;2.2;;;;;;;;;;;;
;Hartmann. 2010;EG10;Gramado;;;;;;south;53.92;1.46;13.26;;;;12.87;0.18;4.02;7.67;2.41;1.12;0.2;2.6;99.71;55.52;1.5;13.65;13.25;0.19;4.14;7.9;2.48;1.15;0.21;99.99;262.52;55.62;4.72;7.11;14.22;482.0;48.4;241.0;33.9;160.0;13.2;38;;37.0;40;24.1;52.0;27.2;5.72;1.42;1.05;3.03;0.47;4.4;0.9;7.0;1.6;;370.0;68;;18.9;2;;;;;;;;;;;;
;Hartmann. 2010;PT18;Gramado;;;;;;south;53.94;1.74;13.02;;;;13.93;0.19;3.47;7.38;2.85;1.8;0.27;1.1;99.69;54.71;1.76;13.21;14.13;0.19;3.52;7.49;2.89;1.83;0.27;100.0;288.46;61.06;4.72;6.46;10.33;374.0;64.5;234.0;36.2;171.0;16.1;9;;38.0;40;25.5;50.0;30.6;6.43;1.77;1.17;3.71;0.51;4.9;1.0;5.1;1.4;;387.0;118;;19.8;3.4;;;;;;;;;;;;
;Hartmann. 2010;N1A;Gramado;;;;;;south;54.14;1.53;13.2;;;;13.05;0.17;3.88;7.53;2.46;1.2;0.21;2.3;99.67;55.6;1.57;13.56;13.4;0.17;3.98;7.73;2.53;1.23;0.22;99.99;283.99;51.75;5.49;6.92;11.89;390.0;56.0;227.0;32.8;180.0;13.9;39;;38.0;41;24.7;52.6;26.7;6.23;1.51;1.09;3.17;0.5;5.1;0.9;7.4;1.6;;387.0;61;;20.9;2.4;;;;;;;;;;;;
;Hartmann. 2010;D4A;Gramado;;;;;;south;54.21;1.53;13.46;;;;12.62;0.16;4.21;7.88;2.6;1.77;0.22;1.1;99.76;54.95;1.55;13.64;12.79;0.16;4.27;7.99;2.64;1.79;0.22;100.0;339.34;64.76;5.24;8.23;12.21;331.0;60.5;223.0;27.1;142.0;12.9;10;;36.0;38;21;43.1;25.1;5.14;1.44;0.9;2.98;0.43;4.3;0.9;5.2;1.8;;372.0;105;;20.1;1.8;;;;;;;;;;;;
;Hartmann. 2010;G158A;Gramado;;;;;;south;54.27;1.46;13.09;;;;13.22;0.18;3.7;7.35;2.51;1.43;0.22;2.3;99.73;55.7;1.5;13.44;13.57;0.18;3.8;7.54;2.58;1.47;0.23;100.01;279.86;47.09;5.94;6.6;16.57;527.0;74.4;210.0;31.8;189.0;13.9;;;36.0;38;24.7;52.0;28.1;6.15;1.55;1.08;3.39;0.5;5.0;0.9;6.6;1.8;;350.0;76;;20.5;2.6;;;;;;;;;;;;
;Hartmann. 2010;N1B;Gramado;;;;;;south;54.34;1.47;13.09;;;;13.13;0.18;3.84;7.44;2.46;1.32;0.21;2.2;99.68;55.74;1.51;13.43;13.47;0.18;3.94;7.63;2.52;1.35;0.22;99.99;272.3;52.39;5.2;6.6;11.98;394.0;62.3;217.0;32.9;171.0;13.2;23;;37.0;40;24.5;51.9;27.1;6.14;1.53;1.11;3.2;0.48;4.8;1.0;7.2;1.7;;369.0;51;;20.5;2.2;;;;;;;;;;;;
;Hartmann. 2010;EG11;Gramado;;;;;;south;54.34;1.47;13.08;;;;12.9;0.18;4.04;7.55;2.36;1.32;0.22;2.3;99.76;55.76;1.51;13.42;13.24;0.18;4.15;7.75;2.42;1.35;0.23;100.01;284.41;55.99;5.08;7.08;14.16;446.0;50.5;223.0;31.5;160.0;13.0;33;;38.0;41;24.1;51.6;26.9;5.55;1.48;1.02;2.98;0.47;4.5;0.9;6.5;1.5;;373.0;81;;19.2;1.6;;;;;;;;;;;;
;Hartmann. 2010;G158B;Gramado;;;;;;south;54.37;1.51;13.28;;;;12.55;0.18;3.94;7.33;2.42;1.13;0.2;2.9;99.81;56.1;1.56;13.7;12.95;0.19;4.07;7.56;2.5;1.17;0.21;100.01;277.11;53.81;5.15;6.47;11.5;384.0;61.1;216.0;33.4;172.0;14.3;24;;34.0;40;23.8;49.7;26.0;5.72;1.52;1.04;3.16;0.47;5.2;0.9;6.4;1.5;;363.0;65;;20.7;2.2;;;;;;;;;;;;
;Hartmann. 2010;BR17A;Gramado;;;;;;south;54.41;1.52;13.28;;;;12.89;0.18;3.85;7.78;2.71;1.8;0.22;1.1;99.74;55.16;1.54;13.46;13.07;0.18;3.9;7.89;2.75;1.82;0.22;99.99;300.55;63.01;4.77;7.24;11.45;348.0;64.5;220.0;30.4;145.0;12.6;25;;39.0;40;22.6;48.2;23.4;5.43;1.46;0.95;2.92;0.41;4.2;0.8;6.0;2.2;;353.0;99;;20.1;3;;;;;;;;;;;;
;Hartmann. 2010;D5B;Gramado;;;;;;south;54.47;1.74;12.92;;;;14.04;0.2;3.48;7.34;2.78;1.87;0.26;0.6;99.7;54.96;1.76;13.04;14.17;0.2;3.51;7.41;2.81;1.89;0.26;100.01;326.32;63.67;5.12;7.41;12.22;391.0;56.9;237.0;32.0;164.0;15.3;7;;36.0;42;23.6;50.0;29.9;6.2;1.72;1.08;3.44;0.49;5.1;1.0;6.1;2;;390.0;88;;20.9;1.7;;;;;;;;;;;;
;Hartmann. 2010;D5A;Gramado;;;;;;south;54.5;1.75;13.03;;;;13.46;0.19;3.6;7.24;2.73;1.88;0.26;1.1;99.74;55.25;1.77;13.21;13.65;0.19;3.65;7.34;2.77;1.91;0.26;100.0;345.44;65.23;5.3;7.73;12.4;377.0;59.0;235.0;30.4;161.0;14.6;7;;36.0;41;22.7;47.2;27.7;5.83;1.66;1.02;3.28;0.48;4.8;1.0;4.8;1.7;;378.0;91;;19.6;1.8;;;;;;;;;;;;
;Hartmann. 2010;G10;Gramado;;;;;;south;54.61;1.52;13.29;;;;12.57;0.23;3.86;7.45;2.58;1.28;0.22;2.1;99.71;55.95;1.56;13.62;12.88;0.24;3.95;7.63;2.64;1.31;0.23;100.01;293.82;56.78;5.17;6.86;11.84;373.0;66.6;216.0;31.5;163.0;13.9;10;;35.0;41;24;50.2;26.6;5.95;1.58;1.07;3.47;0.49;5.0;1.0;6.5;2;;383.0;106;;18.8;2;;;;;;;;;;;;
;Hartmann. 2010;PA13;Gramado;;;;;;south;54.81;0.82;13.67;;;;10.12;0.15;6.52;10.31;1.95;0.68;0.09;0.7;99.82;55.3;0.83;13.79;10.21;0.15;6.58;10.4;1.97;0.69;0.09;100.01;230.11;71.37;3.22;9.11;7.94;170.0;32.5;195.0;21.4;69.0;4.5;54;;37.0;40;10.4;21.2;12.9;2.8;0.92;0.58;2.07;0.28;2.0;0.2;2.0;0.5;;267.0;;;17.6;0.4;;;;;;;;;;;;
;Hartmann. 2010;EG12;Gramado;;;;;;south;54.88;1.44;13.16;;;;12.68;0.17;3.93;7.48;2.29;1.19;0.2;2.3;99.72;56.33;1.48;13.51;13.02;0.17;4.03;7.68;2.35;1.22;0.21;100.0;259.02;52.58;4.93;6.99;11.06;375.0;56.2;237.0;33.9;167.0;13.6;40;;38.0;41;25.8;56.6;29.4;6.23;1.58;1.09;3.14;0.49;4.8;0.8;6.8;1.5;;377.0;44;;20;2.1;;;;;;;;;;;;
;Hartmann. 2010;E23;Gramado;;;;;;south;54.95;1.47;13.03;;;;12.98;0.16;3.31;6.69;2.75;2.3;0.25;1.9;99.79;56.13;1.5;13.31;13.26;0.16;3.38;6.83;2.81;2.35;0.26;99.99;237.32;47.09;5.04;5.17;11.52;432.0;80.8;194.0;37.5;189.0;14.5;12;;35.0;40;28.7;56.6;32.2;6.69;1.72;1.2;3.62;0.52;4.9;0.9;7.4;2.1;;368.0;52;;20.2;2.6;;;;;;;;;;;;
;Hartmann. 2010;WW191;Gramado;;;;;;south;55.62;1.28;14.56;;;;10.19;0.15;3.87;7.77;2.38;2.23;0.2;1.93;100.18;56.61;1.3;14.82;10.37;0.15;3.94;7.91;2.42;2.27;0.2;99.99;262.34;39.96;6.56;6.94;15.48;455.0;70.1;204.0;29.4;193.0;13.6;189;;32.0;31;35.6;71.1;33.7;7.03;1.74;1.07;3.17;0.44;5.1;0.9;7.2;0.9;;228.0;79;;18.8;0.6;;;;;;;;;;;;
;Hartmann. 2010;E29A;Gramado;;;;;;south;55.63;1.48;13.04;;;;12.72;0.16;3.43;6.83;2.68;2.27;0.22;1.3;99.76;56.5;1.5;13.24;12.92;0.16;3.48;6.94;2.72;2.31;0.22;99.99;260.98;46.35;5.63;5.89;11.44;390.0;79.9;201.0;34.1;192.0;14.6;9;;36.0;39;26.5;53.5;28.9;6.46;1.62;1.11;3.47;0.5;4.9;0.9;7.1;1.9;;379.0;90;;20.7;2;;;;;;;;;;;;
;Hartmann. 2010;LV12;Gramado;;;;;;south;55.64;1.52;13.09;;;;12.92;0.19;3.24;7.05;2.69;2.22;0.21;0.9;99.67;56.33;1.54;13.25;13.08;0.19;3.28;7.14;2.72;2.25;0.21;99.99;253.1;52.21;4.85;5.71;11.94;431.0;84.8;206.0;36.1;175.0;14.1;15;;37.0;40;26;54.8;29.1;6.06;1.54;1.12;3.34;0.53;5.1;1.0;6.9;2.2;;382.0;69;;18.9;2.2;;;;;;;;;;;;
;Hartmann. 2010;PA15;Gramado;;;;;;south;56.15;1.49;13.04;;;;13.34;0.18;3.3;6.77;2.58;2.14;0.22;0.7;99.91;56.6;1.5;13.14;13.45;0.18;3.33;6.82;2.6;2.16;0.22;100.0;234.2;51.44;4.55;5.29;10.74;408.0;77.7;201.0;38.0;173.0;13.9;26;;34.0;39;29.2;61.0;29.0;6.6;1.73;1.05;3.14;0.57;5.3;1.0;7.5;2;;377.0;;;21.7;3;;;;;;;;;;;;
